region	chr	midPos	Nsites
(923,1387)(205827,206368)(200000,250000)	JASDQU010014488.1	225000	466	0.536866
(555,1396)(58633,59496)(50000,100000)	JASDQU010014504.1	75000	843	0.619052
(1986,2593)(51480,52583)(50000,100000)	JASDQU010014523.1	75000	609	0.094626
(373,858)(119210,119736)(100000,150000)	JASDQU010014528.1	125000	487	0.040984
(114,262)(103449,103615)(100000,150000)	JASDQU010014550.1	125000	150	0.328469
(162,904)(247801,248669)(200000,250000)	JASDQU010014560.1	225000	744	0.226487
(1543,3271)(93680,96782)(50000,100000)	JASDQU010014564.1	75000	1730	0.536185
(553,2445)(101666,107838)(100000,150000)	JASDQU010014578.1	125000	1894	0.497268
(3137,8876)(69620,77845)(50000,100000)	JASDQU010014590.1	75000	5741	0.277201
(1090,1640)(80700,81251)(50000,100000)	JASDQU010014614.1	75000	552	0.147497
(562,566)(58471,58479)(50000,100000)	JASDQU010014637.1	75000	6	0.043641
(812,2236)(171734,179617)(150000,200000)	JASDQU010014649.1	175000	1426	0.027027
(603,890)(224424,224727)(200000,250000)	JASDQU010014658.1	225000	289	0.042409
(433,581)(72176,72386)(50000,100000)	JASDQU010014738.1	75000	150	0.048354
(1173,1907)(230235,236900)(200000,250000)	JASDQU010014755.1	225000	736	0.056066
(1908,2799)(422235,423132)(400000,450000)	JASDQU010014755.1	425000	893	0.249471
(155,270)(250000,250115)(250000,300000)	JASDQU010014760.1	275000	117	0.082283
(289,1273)(63451,65392)(50000,100000)	JASDQU010014783.1	75000	986	0.057114
(331,791)(50000,60316)(50000,100000)	JASDQU010014799.1	75000	462	0.353488
(1458,1621)(216703,216870)(200000,250000)	JASDQU010014802.1	225000	165	0.051603
(1856,2844)(131169,132178)(100000,150000)	JASDQU010014808.1	125000	990	-0.001891
(273,3692)(54459,80634)(50000,100000)	JASDQU010014811.1	75000	3421	0.433023
(56,238)(81909,82259)(50000,100000)	JASDQU010014816.1	75000	184	0.173156
(3408,8213)(150000,165489)(150000,200000)	JASDQU010014828.1	175000	4807	0.327010
(480,815)(277713,278117)(250000,300000)	JASDQU010014832.1	275000	337	0.609876
(1293,1511)(117230,117496)(100000,150000)	JASDQU010014837.1	125000	220	0.498977
(424,969)(78879,96046)(50000,100000)	JASDQU010014848.1	75000	547	0.027185
(1600,1674)(98481,98571)(50000,100000)	JASDQU010014857.1	75000	76	0.066049
(82,136)(181779,181918)(150000,200000)	JASDQU010014891.1	175000	56	-0.028055
(689,1155)(117843,123328)(100000,150000)	JASDQU010014920.1	125000	468	-0.003407
(66,253)(151231,151421)(150000,200000)	JASDQU010014943.1	175000	189	0.032112
(896,1161)(124864,125223)(100000,150000)	JASDQU010014962.1	125000	267	0.101602
(1368,1405)(276858,276915)(250000,300000)	JASDQU010014976.1	275000	39	0.117070
(1406,7978)(338651,345950)(300000,350000)	JASDQU010014976.1	325000	6574	0.542885
(7979,8982)(362468,392520)(350000,400000)	JASDQU010014976.1	375000	1005	0.285439
(180,729)(97857,98427)(50000,100000)	JASDQU010025153.1	75000	551	0.291623
(370,3250)(67673,93486)(50000,100000)	JASDQU010025279.1	75000	2882	0.404530
(1049,1064)(112825,112842)(100000,150000)	JASDQU010026322.1	125000	17	0.040895
(386,3104)(53597,62191)(50000,100000)	JASDQU010026439.1	75000	2720	0.081682
(773,912)(111750,111898)(100000,150000)	JASDQU010026764.1	125000	141	0.046482
(1672,3315)(53211,54942)(50000,100000)	JASDQU010026955.1	75000	1645	0.474995
(2898,3404)(50560,51076)(50000,100000)	JASDQU010027415.1	75000	508	0.682463
(202,867)(51253,51920)(50000,100000)	JASDQU010027508.1	75000	667	0.002765
(678,1547)(65732,77252)(50000,100000)	JASDQU010027586.1	75000	871	0.010376
(201,1019)(78522,79343)(50000,100000)	JASDQU010027663.1	75000	820	0.432821
(366,899)(84250,84876)(50000,100000)	JASDQU010027683.1	75000	535	0.076236
(1819,2808)(50000,50998)(50000,100000)	JASDQU010027695.1	75000	991	0.438279
(856,988)(52078,52210)(50000,100000)	JASDQU010027878.1	75000	134	0.041763
(2231,2907)(50000,53220)(50000,100000)	JASDQU010029920.1	75000	678	0.435915
(125,169)(53170,53409)(50000,100000)	JASDQU010029938.1	75000	46	0.071033
(302,468)(71000,71353)(50000,100000)	JASDQU010031406.1	75000	168	0.105155
(8446,9500)(53318,57135)(50000,100000)	JASDQU010031787.1	75000	1056	0.151596
(181,732)(53853,54412)(50000,100000)	JASDQU010031990.1	75000	553	0.073183
(1127,4054)(50000,54571)(50000,100000)	JASDQU010096084.1	75000	2929	0.429795
(148,1472)(50000,51472)(50000,100000)	JASDQU010098651.1	75000	1326	0.287488
(5892,11491)(164587,174783)(150000,200000)	JASDQU010099703.1	175000	5601	0.218737
(135,1470)(237093,238591)(200000,250000)	JASDQU010099705.1	225000	1337	0.071490
(1471,1564)(410549,410648)(400000,450000)	JASDQU010099705.1	425000	95	0.071923
(1565,2239)(493363,494540)(450000,500000)	JASDQU010099705.1	475000	676	0.179282
(2240,2433)(882037,888143)(850000,900000)	JASDQU010099705.1	875000	195	0.057724
(939,1129)(262857,263066)(250000,300000)	JASDQU010099706.1	275000	192	0.089494
(713,940)(672206,672438)(650000,700000)	JASDQU010099713.1	675000	229	0.192584
(941,2841)(797558,799567)(750000,800000)	JASDQU010099713.1	775000	1902	0.415376
(2842,3684)(848054,848907)(800000,850000)	JASDQU010099713.1	825000	844	0.265395
(439,1367)(408762,415055)(400000,450000)	JASDQU010099716.1	425000	930	0.307133
(1368,1553)(452029,479335)(450000,500000)	JASDQU010099716.1	475000	187	0.089995
(1554,4916)(508158,530994)(500000,550000)	JASDQU010099716.1	525000	3364	0.461263
(4917,4940)(554631,554663)(550000,600000)	JASDQU010099716.1	575000	25	0.773055
(334,877)(605490,606038)(600000,650000)	JASDQU010099717.1	625000	545	0.563528
(110,165)(93387,93445)(50000,100000)	JASDQU010099720.1	75000	57	0.048145
(166,1734)(102877,138397)(100000,150000)	JASDQU010099720.1	125000	1570	0.573301
(1735,1943)(242521,242780)(200000,250000)	JASDQU010099720.1	225000	210	0.024619
(1944,8214)(257213,289814)(250000,300000)	JASDQU010099720.1	275000	6272	0.322169
(8215,9582)(311267,334184)(300000,350000)	JASDQU010099720.1	325000	1369	0.091808
(9583,9892)(597308,597632)(550000,600000)	JASDQU010099720.1	575000	311	0.034283
(9893,12484)(745838,748550)(700000,750000)	JASDQU010099720.1	725000	2593	0.397137
(108,141)(184936,184976)(150000,200000)	JASDQU010099722.1	175000	35	0.101871
(142,711)(202253,208360)(200000,250000)	JASDQU010099722.1	225000	571	0.029217
(712,1441)(743628,745633)(700000,750000)	JASDQU010099722.1	725000	731	0.543736
(1442,2193)(763142,763943)(750000,800000)	JASDQU010099722.1	775000	753	0.531298
(2194,2211)(881214,881233)(850000,900000)	JASDQU010099722.1	875000	19	0.038655
(745,1170)(152947,153565)(150000,200000)	JASDQU010099723.1	175000	427	0.035961
(1171,1441)(242773,243043)(200000,250000)	JASDQU010099723.1	225000	272	0.179493
(1442,1748)(299673,299980)(250000,300000)	JASDQU010099723.1	275000	308	0.020930
(1749,2178)(300020,300450)(300000,350000)	JASDQU010099723.1	325000	431	0.245054
(270,524)(95270,95668)(50000,100000)	JASDQU010099725.1	75000	256	0.450843
(525,1478)(116402,117370)(100000,150000)	JASDQU010099725.1	125000	955	0.577186
(1974,2318)(50840,51325)(50000,100000)	JASDQU010099729.1	75000	346	0.410785
(2319,2753)(141734,142191)(100000,150000)	JASDQU010099729.1	125000	436	0.435206
(676,830)(236076,236419)(200000,250000)	JASDQU010099734.1	225000	156	0.084570
(831,1627)(264801,265602)(250000,300000)	JASDQU010099734.1	275000	798	0.176269
(1009,1141)(244507,244746)(200000,250000)	JASDQU010099735.1	225000	134	0.104774
(1142,1736)(421977,422637)(400000,450000)	JASDQU010099735.1	425000	596	0.633081
(1737,1813)(891658,891737)(850000,900000)	JASDQU010099735.1	875000	78	-0.002470
(52,1002)(338071,339025)(300000,350000)	JASDQU010099737.1	325000	952	0.226727
(473,3049)(166481,169557)(150000,200000)	JASDQU010099741.1	175000	2578	0.557080
(132,270)(152074,152246)(150000,200000)	JASDQU010099742.1	175000	140	0.259696
(5644,5989)(254957,255449)(250000,300000)	JASDQU010099745.1	275000	347	0.062407
(5990,6633)(337259,337904)(300000,350000)	JASDQU010099745.1	325000	645	0.092550
(6634,6921)(438286,442873)(400000,450000)	JASDQU010099745.1	425000	289	0.658409
(6922,7506)(456010,456596)(450000,500000)	JASDQU010099745.1	475000	586	0.509453
(60,1066)(366294,382250)(350000,400000)	JASDQU010099747.1	375000	1008	0.331813
(609,830)(178800,179022)(150000,200000)	JASDQU010099750.1	175000	223	0.014728
(363,363)(216999,216999)(200000,250000)	JASDQU010099752.1	225000	2	0.040159
(364,910)(254065,264273)(250000,300000)	JASDQU010099752.1	275000	548	0.192951
(911,2895)(612479,614502)(600000,650000)	JASDQU010099752.1	625000	1986	0.398125
(2896,2952)(941256,941323)(900000,950000)	JASDQU010099752.1	925000	58	0.688169
(647,1052)(200167,242654)(200000,250000)	JASDQU010099753.1	225000	407	0.043235
(1053,1254)(254426,254639)(250000,300000)	JASDQU010099753.1	275000	203	0.260815
(1255,2142)(494475,498786)(450000,500000)	JASDQU010099753.1	475000	889	0.246236
(2143,2901)(510299,511078)(500000,550000)	JASDQU010099753.1	525000	760	0.412734
(2902,3585)(717823,718518)(700000,750000)	JASDQU010099753.1	725000	685	0.173488
(3586,3606)(1088205,1088235)(1050000,1100000)	JASDQU010099753.1	1075000	22	0.086131
(867,1967)(234174,242097)(200000,250000)	JASDQU010099755.1	225000	1102	0.537108
(263,709)(254990,255438)(250000,300000)	JASDQU010099758.1	275000	448	0.116546
(128,461)(441695,442038)(400000,450000)	JASDQU010099759.1	425000	335	0.096424
(462,637)(553591,553977)(550000,600000)	JASDQU010099759.1	575000	177	0.029938
(638,1911)(870665,890270)(850000,900000)	JASDQU010099759.1	875000	1275	0.471894
(1295,1327)(149295,149406)(100000,150000)	JASDQU010099761.1	125000	34	0.060842
(1328,1528)(166075,166395)(150000,200000)	JASDQU010099761.1	175000	202	0.122579
(1529,1543)(286920,286936)(250000,300000)	JASDQU010099761.1	275000	16	0.044741
(144,174)(178036,178071)(150000,200000)	JASDQU010099763.1	175000	32	0.630962
(175,845)(359760,374119)(350000,400000)	JASDQU010099763.1	375000	672	0.145746
(846,957)(448789,448910)(400000,450000)	JASDQU010099763.1	425000	113	0.048387
(155,203)(178916,178972)(150000,200000)	JASDQU010099764.1	175000	50	0.057663
(65,408)(86759,87340)(50000,100000)	JASDQU010099769.1	75000	345	0.022945
(409,1975)(117699,120754)(100000,150000)	JASDQU010099769.1	125000	1568	0.353503
(1976,3261)(207543,239042)(200000,250000)	JASDQU010099769.1	225000	1287	0.206424
(3262,3369)(257916,258079)(250000,300000)	JASDQU010099769.1	275000	109	0.033037
(616,690)(176543,176623)(150000,200000)	JASDQU010099770.1	175000	76	0.525850
(691,1535)(408647,415964)(400000,450000)	JASDQU010099770.1	425000	846	0.056673
(1536,1830)(543643,543947)(500000,550000)	JASDQU010099770.1	525000	296	0.019667
(1831,1979)(890618,890792)(850000,900000)	JASDQU010099770.1	875000	150	0.022218
(1980,2218)(1000244,1000507)(1000000,1050000)	JASDQU010099770.1	1025000	240	0.431144
(568,998)(153634,154068)(150000,200000)	JASDQU010099771.1	175000	432	0.299772
(1240,1490)(100000,100257)(100000,150000)	JASDQU010099775.1	125000	252	0.688787
(666,3299)(164756,199499)(150000,200000)	JASDQU010099776.1	175000	2635	0.444467
(3300,3506)(201034,220711)(200000,250000)	JASDQU010099776.1	225000	208	0.052906
(3507,3671)(490173,490403)(450000,500000)	JASDQU010099776.1	475000	166	0.040760
(3672,11850)(511267,528970)(500000,550000)	JASDQU010099776.1	525000	8180	0.246456
(3962,4536)(79731,80502)(50000,100000)	JASDQU010099777.1	75000	576	0.010775
(4537,4804)(426600,427004)(400000,450000)	JASDQU010099777.1	425000	269	0.513756
(951,969)(462054,462073)(450000,500000)	JASDQU010099780.1	475000	20	0.072295
(970,1088)(572226,572357)(550000,600000)	JASDQU010099780.1	575000	120	0.225236
(1161,1167)(199684,199691)(150000,200000)	JASDQU010099791.1	175000	8	0.072552
(3911,7196)(117413,126898)(100000,150000)	JASDQU010099796.1	125000	3287	0.598314
(834,1339)(224827,225472)(200000,250000)	JASDQU010099797.1	225000	507	0.040669
(1340,1868)(358609,379869)(350000,400000)	JASDQU010099797.1	375000	530	0.044075
(240,3054)(488504,499554)(450000,500000)	JASDQU010099799.1	475000	2816	0.493314
(3055,3420)(686341,686716)(650000,700000)	JASDQU010099799.1	675000	367	0.031020
(3421,3816)(759468,792994)(750000,800000)	JASDQU010099799.1	775000	397	0.033005
(159,876)(168946,182455)(150000,200000)	JASDQU010099800.1	175000	719	0.051893
(877,2135)(453495,456861)(450000,500000)	JASDQU010099800.1	475000	1260	0.003429
(2136,2247)(661498,661614)(650000,700000)	JASDQU010099800.1	675000	113	0.139998
(2248,2295)(835426,835484)(800000,850000)	JASDQU010099800.1	825000	49	0.086221
(2372,2787)(186599,187093)(150000,200000)	JASDQU010099802.1	175000	417	0.553686
(360,504)(459771,459923)(450000,500000)	JASDQU010099808.1	475000	146	0.441561
(778,957)(369463,369649)(350000,400000)	JASDQU010099816.1	375000	181	0.085838
(826,1640)(204701,205555)(200000,250000)	JASDQU010099818.1	225000	816	0.407508
(1641,2697)(332300,347643)(300000,350000)	JASDQU010099818.1	325000	1058	0.037836
(2698,3091)(467687,468850)(450000,500000)	JASDQU010099818.1	475000	395	0.034680
(3092,3629)(519148,522587)(500000,550000)	JASDQU010099818.1	525000	539	0.788719
(98,281)(371396,371603)(350000,400000)	JASDQU010099819.1	375000	185	0.016135
(282,2733)(411225,414816)(400000,450000)	JASDQU010099819.1	425000	2453	0.346779
(3577,3656)(54359,54459)(50000,100000)	JASDQU010099827.1	75000	81	0.051811
(3657,4418)(149019,149821)(100000,150000)	JASDQU010099827.1	125000	763	0.028516
(4419,4562)(168109,168252)(150000,200000)	JASDQU010099827.1	175000	145	0.103918
(4563,5272)(261618,299999)(250000,300000)	JASDQU010099827.1	275000	711	0.280646
(5273,5488)(300000,310224)(300000,350000)	JASDQU010099827.1	325000	217	0.131453
(5489,5492)(466374,466378)(450000,500000)	JASDQU010099827.1	475000	5	0.038209
(1562,2224)(531646,532367)(500000,550000)	JASDQU010099828.1	525000	664	0.804155
(2225,2323)(559642,559749)(550000,600000)	JASDQU010099828.1	575000	100	0.263527
(2324,2355)(846987,847033)(800000,850000)	JASDQU010099828.1	825000	33	0.057059
(2356,3338)(1162385,1163387)(1150000,1200000)	JASDQU010099828.1	1175000	984	0.711722
(3339,4204)(1296898,1297912)(1250000,1300000)	JASDQU010099828.1	1275000	867	0.027024
(4205,5551)(1540255,1541605)(1500000,1550000)	JASDQU010099828.1	1525000	1348	0.337642
(429,555)(392045,392179)(350000,400000)	JASDQU010099831.1	375000	128	0.057051
(556,1034)(407876,408366)(400000,450000)	JASDQU010099831.1	425000	480	0.379882
(11,523)(247738,248259)(200000,250000)	JASDQU010099835.1	225000	514	0.109021
(356,402)(182670,182722)(150000,200000)	JASDQU010099843.1	175000	48	0.054799
(2413,3421)(228919,230764)(200000,250000)	JASDQU010099844.1	225000	1010	0.409549
(3422,3901)(266811,267339)(250000,300000)	JASDQU010099844.1	275000	481	0.589224
(3902,4455)(312005,312590)(300000,350000)	JASDQU010099844.1	325000	555	0.401304
(4456,5453)(385436,386441)(350000,400000)	JASDQU010099844.1	375000	999	0.447752
(5454,6481)(448359,449421)(400000,450000)	JASDQU010099844.1	425000	1029	0.191121
(39,1448)(328349,342261)(300000,350000)	JASDQU010099846.1	325000	1411	0.072887
(1449,2001)(389245,389856)(350000,400000)	JASDQU010099846.1	375000	554	0.068214
(2002,2900)(442517,443420)(400000,450000)	JASDQU010099846.1	425000	900	0.329691
(94,191)(53154,69405)(50000,100000)	JASDQU010099847.1	75000	99	0.126550
(192,590)(203855,204332)(200000,250000)	JASDQU010099847.1	225000	400	0.212223
(2050,3036)(114866,115862)(100000,150000)	JASDQU010099848.1	125000	988	0.649649
(622,774)(480149,480367)(450000,500000)	JASDQU010099849.1	475000	154	0.836086
(775,1375)(532775,533384)(500000,550000)	JASDQU010099849.1	525000	602	0.388527
(468,1168)(106135,106849)(100000,150000)	JASDQU010099851.1	125000	702	0.362328
(1169,1388)(235008,235235)(200000,250000)	JASDQU010099851.1	225000	221	0.003353
(1389,1773)(278951,279357)(250000,300000)	JASDQU010099851.1	275000	386	0.046978
(16,3149)(242165,245358)(200000,250000)	JASDQU010099852.1	225000	3135	0.698253
(3150,6425)(260986,279231)(250000,300000)	JASDQU010099852.1	275000	3277	0.389924
(6426,7872)(313409,315359)(300000,350000)	JASDQU010099852.1	325000	1448	0.510503
(7873,9772)(807938,838137)(800000,850000)	JASDQU010099852.1	825000	1901	0.371963
(9773,10037)(897174,897488)(850000,900000)	JASDQU010099852.1	875000	266	0.052895
(10038,10326)(938297,938589)(900000,950000)	JASDQU010099852.1	925000	290	0.175399
(10327,12595)(990131,992593)(950000,1000000)	JASDQU010099852.1	975000	2270	0.326471
(12596,14415)(1000675,1008210)(1000000,1050000)	JASDQU010099852.1	1025000	1821	0.378228
(14416,14503)(1242198,1242295)(1200000,1250000)	JASDQU010099852.1	1225000	89	0.131681
(391,415)(109295,109326)(100000,150000)	JASDQU010099857.1	125000	26	0.057358
(416,570)(314588,315071)(300000,350000)	JASDQU010099857.1	325000	156	0.059737
(571,902)(464859,467904)(450000,500000)	JASDQU010099857.1	475000	333	0.018606
(903,1029)(651231,658811)(650000,700000)	JASDQU010099857.1	675000	128	0.040441
(226,891)(190601,191284)(150000,200000)	JASDQU010099863.1	175000	667	0.537005
(892,3755)(213542,227666)(200000,250000)	JASDQU010099863.1	225000	2865	0.540295
(3756,3825)(264115,264207)(250000,300000)	JASDQU010099863.1	275000	71	0.429909
(3826,4457)(411583,412230)(400000,450000)	JASDQU010099863.1	425000	633	0.130930
(4458,4459)(460894,460897)(450000,500000)	JASDQU010099863.1	475000	3	0.039373
(4460,4671)(527973,528211)(500000,550000)	JASDQU010099863.1	525000	213	0.026816
(4672,5331)(550389,552081)(550000,600000)	JASDQU010099863.1	575000	661	0.031671
(114,263)(158989,159143)(150000,200000)	JASDQU010099864.1	175000	151	0.164136
(264,514)(295747,296054)(250000,300000)	JASDQU010099864.1	275000	252	0.065814
(515,3084)(386153,388900)(350000,400000)	JASDQU010099864.1	375000	2571	0.223570
(3085,5500)(455560,493102)(450000,500000)	JASDQU010099864.1	475000	2417	0.286819
(5501,5535)(560114,560156)(550000,600000)	JASDQU010099864.1	575000	36	0.068256
(9,43)(288200,288392)(250000,300000)	JASDQU010099867.1	275000	36	0.734086
(77,907)(186972,194409)(150000,200000)	JASDQU010099868.1	175000	832	0.050372
(908,1782)(335218,337601)(300000,350000)	JASDQU010099868.1	325000	876	0.191115
(1783,5127)(352551,358887)(350000,400000)	JASDQU010099868.1	375000	3346	0.227277
(541,737)(206218,206427)(200000,250000)	JASDQU010099869.1	225000	198	-0.001470
(738,994)(258282,258563)(250000,300000)	JASDQU010099869.1	275000	258	0.228263
(1443,2185)(120995,121835)(100000,150000)	JASDQU010099871.1	125000	744	0.303282
(2186,2395)(185530,185849)(150000,200000)	JASDQU010099871.1	175000	211	0.230672
(1492,2505)(166398,167877)(150000,200000)	JASDQU010099874.1	175000	1015	0.559341
(2506,2541)(201027,201064)(200000,250000)	JASDQU010099874.1	225000	37	0.012999
(2542,2895)(250786,286335)(250000,300000)	JASDQU010099874.1	275000	355	0.039514
(2896,4022)(856210,879516)(850000,900000)	JASDQU010099874.1	875000	1128	0.127632
(4023,4224)(922502,922725)(900000,950000)	JASDQU010099874.1	925000	203	0.118891
(715,952)(218887,219215)(200000,250000)	JASDQU010099875.1	225000	239	-0.013561
(953,1225)(340096,340408)(300000,350000)	JASDQU010099875.1	325000	274	0.051014
(1226,1628)(361581,362187)(350000,400000)	JASDQU010099875.1	375000	404	0.706708
(1629,1993)(400390,400845)(400000,450000)	JASDQU010099875.1	425000	366	0.074994
(531,2315)(597054,599263)(550000,600000)	JASDQU010099876.1	575000	1786	0.325824
(180,1094)(604608,649400)(600000,650000)	JASDQU010099880.1	625000	916	0.161541
(1095,1255)(711396,711582)(700000,750000)	JASDQU010099880.1	725000	162	0.541502
(190,352)(244878,245041)(200000,250000)	JASDQU010099888.1	225000	164	0.612158
(605,2038)(214335,215793)(200000,250000)	JASDQU010099890.1	225000	1435	0.252187
(40,2427)(320207,322659)(300000,350000)	JASDQU010099891.1	325000	2389	0.051518
(2428,2927)(413711,414225)(400000,450000)	JASDQU010099891.1	425000	501	0.118837
(2928,3207)(456861,457227)(450000,500000)	JASDQU010099891.1	475000	281	0.067665
